year_month,port_name,state,border,measure,value
2025-08,Massena,New York,US-Canada Border,Truck Containers Loaded,1773
2025-08,Massena,New York,US-Canada Border,Trucks,1408
2025-08,Metaline Falls,Washington,US-Canada Border,Truck Containers Empty,421
2025-08,Metaline Falls,Washington,US-Canada Border,Truck Containers Loaded,93
2025-08,Metaline Falls,Washington,US-Canada Border,Trucks,475
2025-08,Morgan,Montana,US-Canada Border,Truck Containers Empty,8
2025-08,Morgan,Montana,US-Canada Border,Truck Containers Loaded,4
2025-08,Morgan,Montana,US-Canada Border,Trucks,11
2025-08,Naco,Arizona,US-Mexico Border,Truck Containers Empty,101
2025-08,Naco,Arizona,US-Mexico Border,Truck Containers Loaded,115
2025-08,Naco,Arizona,US-Mexico Border,Trucks,188
2025-08,Neche,North Dakota,US-Canada Border,Truck Containers Empty,549
2025-08,Neche,North Dakota,US-Canada Border,Truck Containers Loaded,366
2025-08,Neche,North Dakota,US-Canada Border,Trucks,742
2025-08,Nogales,Arizona,US-Mexico Border,Truck Containers Empty,9456
2025-08,Nogales,Arizona,US-Mexico Border,Truck Containers Loaded,26666
2025-08,Nogales,Arizona,US-Mexico Border,Trucks,23310
2025-08,Noonan,North Dakota,US-Canada Border,Truck Containers Empty,75
2025-08,Noonan,North Dakota,US-Canada Border,Trucks,75
2025-08,Northgate,North Dakota,US-Canada Border,Truck Containers Empty,235
2025-08,Northgate,North Dakota,US-Canada Border,Truck Containers Loaded,81
2025-08,Northgate,North Dakota,US-Canada Border,Trucks,276
2025-08,Norton,Vermont,US-Canada Border,Truck Containers Empty,169
2025-08,Norton,Vermont,US-Canada Border,Truck Containers Loaded,521
2025-08,Norton,Vermont,US-Canada Border,Trucks,434
2025-08,Ogdensburg,New York,US-Canada Border,Truck Containers Empty,375
2025-08,Ogdensburg,New York,US-Canada Border,Truck Containers Loaded,4876
2025-08,Ogdensburg,New York,US-Canada Border,Trucks,2931
2025-08,Opheim,Montana,US-Canada Border,Truck Containers Empty,1
2025-08,Opheim,Montana,US-Canada Border,Truck Containers Loaded,1
2025-08,Opheim,Montana,US-Canada Border,Trucks,2
2025-08,Oroville,Washington,US-Canada Border,Truck Containers Empty,629
2025-08,Oroville,Washington,US-Canada Border,Truck Containers Loaded,2744
2025-08,Oroville,Washington,US-Canada Border,Trucks,2120
2025-08,Otay Mesa,California,US-Mexico Border,Truck Containers Empty,22337
2025-08,Otay Mesa,California,US-Mexico Border,Truck Containers Loaded,121692
2025-08,Otay Mesa,California,US-Mexico Border,Trucks,85527
2025-08,Pembina,North Dakota,US-Canada Border,Truck Containers Empty,3445
2025-08,Pembina,North Dakota,US-Canada Border,Truck Containers Loaded,29449
2025-08,Pembina,North Dakota,US-Canada Border,Trucks,19282
2025-08,Piegan,Montana,US-Canada Border,Truck Containers Empty,31
2025-08,Piegan,Montana,US-Canada Border,Truck Containers Loaded,277
2025-08,Piegan,Montana,US-Canada Border,Trucks,186
2025-08,Pinecreek,Minnesota,US-Canada Border,Truck Containers Loaded,4
2025-08,Pinecreek,Minnesota,US-Canada Border,Trucks,4
2025-08,Point Roberts,Washington,US-Canada Border,Truck Containers Empty,405
2025-08,Point Roberts,Washington,US-Canada Border,Truck Containers Loaded,271
2025-08,Point Roberts,Washington,US-Canada Border,Trucks,666
2025-08,Port Angeles,Washington,US-Canada Border,Truck Containers Empty,11
2025-08,Port Angeles,Washington,US-Canada Border,Truck Containers Loaded,27
2025-08,Port Angeles,Washington,US-Canada Border,Trucks,24
2025-08,Port Huron,Michigan,US-Canada Border,Truck Containers Empty,9283
2025-08,Port Huron,Michigan,US-Canada Border,Truck Containers Loaded,143381
2025-08,Port Huron,Michigan,US-Canada Border,Trucks,88616
2025-08,Portal,North Dakota,US-Canada Border,Truck Containers Empty,1886
2025-08,Portal,North Dakota,US-Canada Border,Truck Containers Loaded,9833
2025-08,Portal,North Dakota,US-Canada Border,Trucks,7191
2025-08,Porthill,Idaho,US-Canada Border,Truck Containers Empty,114
2025-08,Porthill,Idaho,US-Canada Border,Truck Containers Loaded,24
2025-08,Porthill,Idaho,US-Canada Border,Trucks,126
2025-08,Presidio,Texas,US-Mexico Border,Truck Containers Empty,290
2025-08,Presidio,Texas,US-Mexico Border,Truck Containers Loaded,933
2025-08,Presidio,Texas,US-Mexico Border,Trucks,755
2025-08,Progreso,Texas,US-Mexico Border,Truck Containers Empty,4046
2025-08,Progreso,Texas,US-Mexico Border,Truck Containers Loaded,2956
2025-08,Progreso,Texas,US-Mexico Border,Trucks,5653
2025-08,Raymond,Montana,US-Canada Border,Truck Containers Empty,297
2025-08,Raymond,Montana,US-Canada Border,Truck Containers Loaded,1528
2025-08,Raymond,Montana,US-Canada Border,Trucks,1084
2025-08,Richford,Vermont,US-Canada Border,Truck Containers Empty,157
2025-08,Richford,Vermont,US-Canada Border,Truck Containers Loaded,160
2025-08,Richford,Vermont,US-Canada Border,Trucks,240
2025-08,Rio Grande City,Texas,US-Mexico Border,Truck Containers Empty,198
2025-08,Rio Grande City,Texas,US-Mexico Border,Truck Containers Loaded,4700
2025-08,Rio Grande City,Texas,US-Mexico Border,Trucks,2338
2025-08,Roma,Texas,US-Mexico Border,Truck Containers Empty,1012
2025-08,Roma,Texas,US-Mexico Border,Truck Containers Loaded,7176
2025-08,Roma,Texas,US-Mexico Border,Trucks,4253
2025-08,Roosville,Montana,US-Canada Border,Truck Containers Empty,316
2025-08,Roosville,Montana,US-Canada Border,Truck Containers Loaded,768
2025-08,Roosville,Montana,US-Canada Border,Trucks,713
2025-08,Roseau,Minnesota,US-Canada Border,Truck Containers Empty,121
2025-08,Roseau,Minnesota,US-Canada Border,Truck Containers Loaded,216
2025-08,Roseau,Minnesota,US-Canada Border,Trucks,237
2025-08,San Luis,Arizona,US-Mexico Border,Truck Containers Empty,1389
2025-08,San Luis,Arizona,US-Mexico Border,Truck Containers Loaded,3841
2025-08,San Luis,Arizona,US-Mexico Border,Trucks,3451
2025-08,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Empty,6668
2025-08,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Loaded,15605
2025-08,Santa Teresa,New Mexico,US-Mexico Border,Trucks,14731
2025-08,Sarles,North Dakota,US-Canada Border,Truck Containers Empty,27
2025-08,Sarles,North Dakota,US-Canada Border,Truck Containers Loaded,37
2025-08,Sarles,North Dakota,US-Canada Border,Trucks,52
2025-08,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Empty,344
2025-08,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Loaded,3066
2025-08,Sault Sainte Marie,Michigan,US-Canada Border,Trucks,2067
2025-08,Scobey,Montana,US-Canada Border,Truck Containers Empty,9
2025-08,Scobey,Montana,US-Canada Border,Trucks,9
2025-08,Sherwood,North Dakota,US-Canada Border,Truck Containers Empty,193
2025-08,Sherwood,North Dakota,US-Canada Border,Truck Containers Loaded,163
2025-08,Sherwood,North Dakota,US-Canada Border,Trucks,277
2025-08,Skagway,Alaska,US-Canada Border,Truck Containers Empty,190
2025-08,Skagway,Alaska,US-Canada Border,Truck Containers Loaded,75
2025-08,Skagway,Alaska,US-Canada Border,Trucks,231
2025-08,St John,North Dakota,US-Canada Border,Truck Containers Empty,72
2025-08,St John,North Dakota,US-Canada Border,Trucks,72
2025-08,Sumas,Washington,US-Canada Border,Truck Containers Empty,3497
2025-08,Sumas,Washington,US-Canada Border,Truck Containers Loaded,12701
2025-08,Sumas,Washington,US-Canada Border,Trucks,10789
2025-08,Sweetgrass,Montana,US-Canada Border,Truck Containers Empty,2771
2025-08,Sweetgrass,Montana,US-Canada Border,Truck Containers Loaded,16616
2025-08,Sweetgrass,Montana,US-Canada Border,Trucks,12111
2025-08,Tecate,California,US-Mexico Border,Truck Containers Empty,2673
2025-08,Tecate,California,US-Mexico Border,Truck Containers Loaded,4699
2025-08,Tecate,California,US-Mexico Border,Trucks,5389
2025-08,Tornillo,Texas,US-Mexico Border,Truck Containers Empty,1444
2025-08,Tornillo,Texas,US-Mexico Border,Truck Containers Loaded,3498
2025-08,Tornillo,Texas,US-Mexico Border,Trucks,3169
2025-08,Trout River,New York,US-Canada Border,Truck Containers Empty,651
2025-08,Trout River,New York,US-Canada Border,Truck Containers Loaded,788
2025-08,Trout River,New York,US-Canada Border,Trucks,1077
2025-08,Turner,Montana,US-Canada Border,Truck Containers Empty,16
2025-08,Turner,Montana,US-Canada Border,Truck Containers Loaded,28
2025-08,Turner,Montana,US-Canada Border,Trucks,41
2025-08,Van Buren,Maine,US-Canada Border,Truck Containers Empty,411
2025-08,Van Buren,Maine,US-Canada Border,Truck Containers Loaded,1147
2025-08,Van Buren,Maine,US-Canada Border,Trucks,1022
2025-08,Vanceboro,Maine,US-Canada Border,Truck Containers Empty,97
2025-08,Vanceboro,Maine,US-Canada Border,Truck Containers Loaded,11
2025-08,Vanceboro,Maine,US-Canada Border,Trucks,108
2025-08,Walhalla,North Dakota,US-Canada Border,Truck Containers Empty,326
2025-08,Walhalla,North Dakota,US-Canada Border,Truck Containers Loaded,348
2025-08,Walhalla,North Dakota,US-Canada Border,Trucks,500
2025-08,Warroad,Minnesota,US-Canada Border,Truck Containers Empty,171
2025-08,Warroad,Minnesota,US-Canada Border,Truck Containers Loaded,640
2025-08,Warroad,Minnesota,US-Canada Border,Trucks,503
2025-08,Westhope,North Dakota,US-Canada Border,Truck Containers Empty,39
2025-08,Westhope,North Dakota,US-Canada Border,Truck Containers Loaded,13
2025-08,Westhope,North Dakota,US-Canada Border,Trucks,47
2025-08,Whitlash,Montana,US-Canada Border,Truck Containers Empty,9
2025-08,Whitlash,Montana,US-Canada Border,Trucks,9
2025-08,Wildhorse,Montana,US-Canada Border,Truck Containers Empty,10
2025-08,Wildhorse,Montana,US-Canada Border,Truck Containers Loaded,12
2025-08,Wildhorse,Montana,US-Canada Border,Trucks,17
2025-08,Ysleta,Texas,US-Mexico Border,Truck Containers Empty,20594
2025-08,Ysleta,Texas,US-Mexico Border,Truck Containers Loaded,62848
2025-08,Ysleta,Texas,US-Mexico Border,Trucks,53992
2025-09,Aberdeen,Washington,US-Canada Border,Truck Containers Loaded,10
2025-09,Albany,New York,US-Canada Border,Truck Containers Loaded,2
2025-09,Alcan,Alaska,US-Canada Border,Truck Containers Loaded,752
2025-09,Alcan,Alaska,US-Canada Border,Trucks,679
2025-09,Alexandria Bay,New York,US-Canada Border,Truck Containers Loaded,23487
2025-09,Alexandria Bay,New York,US-Canada Border,Trucks,14483
2025-09,Antler,North Dakota,US-Canada Border,Truck Containers Loaded,68
2025-09,Antler,North Dakota,US-Canada Border,Trucks,188
2025-09,Baudette,Minnesota,US-Canada Border,Truck Containers Loaded,4
2025-09,Baudette,Minnesota,US-Canada Border,Trucks,201
2025-09,Beecher Falls,Vermont,US-Canada Border,Truck Containers Loaded,441
2025-09,Beecher Falls,Vermont,US-Canada Border,Trucks,672
2025-09,Blaine,Washington,US-Canada Border,Truck Containers Loaded,32542
2025-09,Blaine,Washington,US-Canada Border,Trucks,26498
2025-09,Boundary,Washington,US-Canada Border,Truck Containers Loaded,41
2025-09,Boundary,Washington,US-Canada Border,Trucks,34
2025-09,Bridgewater,Maine,US-Canada Border,Truck Containers Loaded,395
2025-09,Bridgewater,Maine,US-Canada Border,Trucks,301
2025-09,Brownsville,Texas,US-Mexico Border,Truck Containers Loaded,16777
2025-09,Brownsville,Texas,US-Mexico Border,Trucks,30410
2025-09,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Loaded,108198
2025-09,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,75079
2025-09,Calais,Maine,US-Canada Border,Truck Containers Loaded,6890
2025-09,Calais,Maine,US-Canada Border,Trucks,4815
2025-09,Calexico,California,US-Mexico Border,Truck Containers Loaded,15
2025-09,Calexico East,California,US-Mexico Border,Truck Containers Loaded,39339
2025-09,Calexico East,California,US-Mexico Border,Trucks,34825
2025-09,Carbury,North Dakota,US-Canada Border,Truck Containers Loaded,74
2025-09,Carbury,North Dakota,US-Canada Border,Trucks,62
2025-09,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Loaded,37608
2025-09,Champlain Rouses Point,New York,US-Canada Border,Trucks,24079
2025-09,Columbus,New Mexico,US-Mexico Border,Truck Containers Loaded,3531
2025-09,Columbus,New Mexico,US-Mexico Border,Trucks,1956
2025-09,Dalton Cache,Alaska,US-Canada Border,Truck Containers Loaded,16
2025-09,Dalton Cache,Alaska,US-Canada Border,Trucks,139
2025-09,Danville,Washington,US-Canada Border,Truck Containers Loaded,4
2025-09,Danville,Washington,US-Canada Border,Trucks,5
2025-09,Del Bonita,Montana,US-Canada Border,Truck Containers Loaded,11
2025-09,Del Bonita,Montana,US-Canada Border,Trucks,22
2025-09,Del Rio,Texas,US-Mexico Border,Truck Containers Loaded,9376
2025-09,Del Rio,Texas,US-Mexico Border,Trucks,7240
2025-09,Derby Line,Vermont,US-Canada Border,Truck Containers Loaded,11424
2025-09,Derby Line,Vermont,US-Canada Border,Trucks,6775
2025-09,Detroit,Michigan,US-Canada Border,Truck Containers Loaded,153360
2025-09,Detroit,Michigan,US-Canada Border,Trucks,96952
2025-09,Douglas,Arizona,US-Mexico Border,Truck Containers Loaded,2164
2025-09,Douglas,Arizona,US-Mexico Border,Trucks,2091
2025-09,Dunseith,North Dakota,US-Canada Border,Truck Containers Loaded,2588
2025-09,Dunseith,North Dakota,US-Canada Border,Trucks,2051
2025-09,Eagle Pass,Texas,US-Mexico Border,Truck Containers Loaded,25069
2025-09,Eagle Pass,Texas,US-Mexico Border,Trucks,33701
2025-09,Eastport,Idaho,US-Canada Border,Truck Containers Loaded,6190
2025-09,Eastport,Idaho,US-Canada Border,Trucks,4322
2025-09,Eastport,Maine,US-Canada Border,Truck Containers Loaded,114
2025-09,Eastport,Maine,US-Canada Border,Trucks,159
2025-09,El Paso,Texas,US-Mexico Border,Truck Containers Loaded,12207
2025-09,El Paso,Texas,US-Mexico Border,Trucks,14121
2025-09,Ferry,Washington,US-Canada Border,Truck Containers Loaded,3
2025-09,Ferry,Washington,US-Canada Border,Trucks,4
2025-09,Fort Fairfield,Maine,US-Canada Border,Truck Containers Loaded,828
2025-09,Fort Fairfield,Maine,US-Canada Border,Trucks,479
2025-09,Fort Kent,Maine,US-Canada Border,Truck Containers Loaded,53
2025-09,Fort Kent,Maine,US-Canada Border,Trucks,171
2025-09,Fortuna,North Dakota,US-Canada Border,Truck Containers Loaded,51
2025-09,Fortuna,North Dakota,US-Canada Border,Trucks,97
2025-09,Frontier,Washington,US-Canada Border,Truck Containers Loaded,1302
2025-09,Frontier,Washington,US-Canada Border,Trucks,2030
2025-09,Grand Portage,Minnesota,US-Canada Border,Truck Containers Loaded,1214
2025-09,Grand Portage,Minnesota,US-Canada Border,Trucks,970
2025-09,Hansboro,North Dakota,US-Canada Border,Truck Containers Loaded,58
2025-09,Hansboro,North Dakota,US-Canada Border,Trucks,49
2025-09,Hidalgo,Texas,US-Mexico Border,Truck Containers Loaded,82392
2025-09,Hidalgo,Texas,US-Mexico Border,Trucks,61336
2025-09,Highgate Springs,Vermont,US-Canada Border,Truck Containers Loaded,11754
2025-09,Highgate Springs,Vermont,US-Canada Border,Trucks,7718
2025-09,Houlton,Maine,US-Canada Border,Truck Containers Loaded,11372
2025-09,Houlton,Maine,US-Canada Border,Trucks,6856
2025-09,International Falls,Minnesota,US-Canada Border,Truck Containers Loaded,2005
2025-09,International Falls,Minnesota,US-Canada Border,Trucks,1272
2025-09,Jackman,Maine,US-Canada Border,Truck Containers Loaded,6672
2025-09,Jackman,Maine,US-Canada Border,Trucks,6126
2025-09,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Loaded,533
2025-09,Kenneth G Ward,Washington,US-Canada Border,Trucks,2880
2025-09,Lancaster,Minnesota,US-Canada Border,Truck Containers Loaded,66
2025-09,Lancaster,Minnesota,US-Canada Border,Trucks,328
2025-09,Laredo,Texas,US-Mexico Border,Truck Containers Loaded,433368
2025-09,Laredo,Texas,US-Mexico Border,Trucks,243120
2025-09,Laurier,Washington,US-Canada Border,Truck Containers Loaded,848
2025-09,Laurier,Washington,US-Canada Border,Trucks,484
2025-09,Limestone,Maine,US-Canada Border,Truck Containers Loaded,110
2025-09,Limestone,Maine,US-Canada Border,Trucks,206
2025-09,Lukeville,Arizona,US-Mexico Border,Truck Containers Loaded,91
2025-09,Lukeville,Arizona,US-Mexico Border,Trucks,59
2025-09,Madawaska,Maine,US-Canada Border,Truck Containers Loaded,648
2025-09,Madawaska,Maine,US-Canada Border,Trucks,1141
2025-09,Maida,North Dakota,US-Canada Border,Truck Containers Loaded,3
2025-09,Maida,North Dakota,US-Canada Border,Trucks,46
2025-09,Massena,New York,US-Canada Border,Truck Containers Loaded,1885
2025-09,Massena,New York,US-Canada Border,Trucks,1391
2025-09,Metaline Falls,Washington,US-Canada Border,Truck Containers Loaded,107
2025-09,Metaline Falls,Washington,US-Canada Border,Trucks,522
2025-09,Morgan,Montana,US-Canada Border,Truck Containers Loaded,13
2025-09,Morgan,Montana,US-Canada Border,Trucks,17
2025-09,Naco,Arizona,US-Mexico Border,Truck Containers Loaded,75
2025-09,Naco,Arizona,US-Mexico Border,Trucks,146
2025-09,Neche,North Dakota,US-Canada Border,Truck Containers Loaded,368
2025-09,Neche,North Dakota,US-Canada Border,Trucks,950
2025-09,Nogales,Arizona,US-Mexico Border,Truck Containers Loaded,28265
2025-09,Nogales,Arizona,US-Mexico Border,Trucks,23490
2025-09,Noonan,North Dakota,US-Canada Border,Trucks,127
2025-09,Northgate,North Dakota,US-Canada Border,Truck Containers Loaded,72
2025-09,Northgate,North Dakota,US-Canada Border,Trucks,191
2025-09,Norton,Vermont,US-Canada Border,Truck Containers Loaded,803
2025-09,Norton,Vermont,US-Canada Border,Trucks,496
2025-09,Ogdensburg,New York,US-Canada Border,Truck Containers Loaded,4426
2025-09,Ogdensburg,New York,US-Canada Border,Trucks,2744
2025-09,Opheim,Montana,US-Canada Border,Truck Containers Loaded,1
2025-09,Opheim,Montana,US-Canada Border,Trucks,2
2025-09,Oroville,Washington,US-Canada Border,Truck Containers Loaded,2250
2025-09,Oroville,Washington,US-Canada Border,Trucks,1983
2025-09,Otay Mesa,California,US-Mexico Border,Truck Containers Loaded,128960
2025-09,Otay Mesa,California,US-Mexico Border,Trucks,85459
2025-09,Pembina,North Dakota,US-Canada Border,Truck Containers Loaded,32380
2025-09,Pembina,North Dakota,US-Canada Border,Trucks,20242
2025-09,Piegan,Montana,US-Canada Border,Truck Containers Loaded,195
2025-09,Piegan,Montana,US-Canada Border,Trucks,166
2025-09,Pinecreek,Minnesota,US-Canada Border,Truck Containers Loaded,9
2025-09,Pinecreek,Minnesota,US-Canada Border,Trucks,10
2025-09,Point Roberts,Washington,US-Canada Border,Truck Containers Loaded,353
2025-09,Point Roberts,Washington,US-Canada Border,Trucks,674
2025-09,Port Angeles,Washington,US-Canada Border,Truck Containers Loaded,26
2025-09,Port Angeles,Washington,US-Canada Border,Trucks,40
2025-09,Port Huron,Michigan,US-Canada Border,Truck Containers Loaded,162397
2025-09,Port Huron,Michigan,US-Canada Border,Trucks,95999
2025-09,Portal,North Dakota,US-Canada Border,Truck Containers Loaded,11164
2025-09,Portal,North Dakota,US-Canada Border,Trucks,7775
2025-09,Porthill,Idaho,US-Canada Border,Truck Containers Loaded,364
2025-09,Porthill,Idaho,US-Canada Border,Trucks,193
