year_month,port_name,state,border,measure,value
2025-07,Bridgewater,Maine,US-Canada Border,Truck Containers Empty,280
2025-07,Bridgewater,Maine,US-Canada Border,Truck Containers Loaded,46
2025-07,Bridgewater,Maine,US-Canada Border,Trucks,310
2025-07,Brownsville,Texas,US-Mexico Border,Truck Containers Empty,15249
2025-07,Brownsville,Texas,US-Mexico Border,Truck Containers Loaded,18505
2025-07,Brownsville,Texas,US-Mexico Border,Trucks,25061
2025-07,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Empty,16300
2025-07,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Loaded,103100
2025-07,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,73618
2025-07,Calais,Maine,US-Canada Border,Truck Containers Empty,2029
2025-07,Calais,Maine,US-Canada Border,Truck Containers Loaded,6338
2025-07,Calais,Maine,US-Canada Border,Trucks,5343
2025-07,Calexico East,California,US-Mexico Border,Truck Containers Empty,19158
2025-07,Calexico East,California,US-Mexico Border,Truck Containers Loaded,40633
2025-07,Calexico East,California,US-Mexico Border,Trucks,38181
2025-07,Carbury,North Dakota,US-Canada Border,Truck Containers Empty,62
2025-07,Carbury,North Dakota,US-Canada Border,Truck Containers Loaded,6
2025-07,Carbury,North Dakota,US-Canada Border,Trucks,65
2025-07,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Empty,3032
2025-07,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Loaded,35615
2025-07,Champlain Rouses Point,New York,US-Canada Border,Trucks,22654
2025-07,Columbus,New Mexico,US-Mexico Border,Truck Containers Empty,226
2025-07,Columbus,New Mexico,US-Mexico Border,Truck Containers Loaded,3197
2025-07,Columbus,New Mexico,US-Mexico Border,Trucks,1824
2025-07,Dalton Cache,Alaska,US-Canada Border,Truck Containers Empty,171
2025-07,Dalton Cache,Alaska,US-Canada Border,Truck Containers Loaded,33
2025-07,Dalton Cache,Alaska,US-Canada Border,Trucks,189
2025-07,Danville,Washington,US-Canada Border,Truck Containers Empty,6
2025-07,Danville,Washington,US-Canada Border,Truck Containers Loaded,5
2025-07,Danville,Washington,US-Canada Border,Trucks,9
2025-07,Del Bonita,Montana,US-Canada Border,Truck Containers Empty,127
2025-07,Del Bonita,Montana,US-Canada Border,Truck Containers Loaded,24
2025-07,Del Bonita,Montana,US-Canada Border,Trucks,151
2025-07,Del Rio,Texas,US-Mexico Border,Truck Containers Empty,2646
2025-07,Del Rio,Texas,US-Mexico Border,Truck Containers Loaded,8820
2025-07,Del Rio,Texas,US-Mexico Border,Trucks,7014
2025-07,Derby Line,Vermont,US-Canada Border,Truck Containers Empty,753
2025-07,Derby Line,Vermont,US-Canada Border,Truck Containers Loaded,10818
2025-07,Derby Line,Vermont,US-Canada Border,Trucks,6451
2025-07,Detroit,Michigan,US-Canada Border,Truck Containers Empty,24429
2025-07,Detroit,Michigan,US-Canada Border,Truck Containers Loaded,127935
2025-07,Detroit,Michigan,US-Canada Border,Trucks,93826
2025-07,Douglas,Arizona,US-Mexico Border,Truck Containers Empty,886
2025-07,Douglas,Arizona,US-Mexico Border,Truck Containers Loaded,2644
2025-07,Douglas,Arizona,US-Mexico Border,Trucks,2378
2025-07,Dunseith,North Dakota,US-Canada Border,Truck Containers Empty,534
2025-07,Dunseith,North Dakota,US-Canada Border,Truck Containers Loaded,3419
2025-07,Dunseith,North Dakota,US-Canada Border,Trucks,2336
2025-07,Eagle Pass,Texas,US-Mexico Border,Truck Containers Empty,22961
2025-07,Eagle Pass,Texas,US-Mexico Border,Truck Containers Loaded,26222
2025-07,Eagle Pass,Texas,US-Mexico Border,Trucks,34435
2025-07,Eastport,Idaho,US-Canada Border,Truck Containers Empty,1551
2025-07,Eastport,Idaho,US-Canada Border,Truck Containers Loaded,5709
2025-07,Eastport,Idaho,US-Canada Border,Trucks,4710
2025-07,Eastport,Maine,US-Canada Border,Truck Containers Empty,101
2025-07,Eastport,Maine,US-Canada Border,Truck Containers Loaded,91
2025-07,Eastport,Maine,US-Canada Border,Trucks,171
2025-07,El Paso,Texas,US-Mexico Border,Truck Containers Empty,10528
2025-07,El Paso,Texas,US-Mexico Border,Truck Containers Loaded,9296
2025-07,El Paso,Texas,US-Mexico Border,Trucks,15659
2025-07,Fort Fairfield,Maine,US-Canada Border,Truck Containers Empty,502
2025-07,Fort Fairfield,Maine,US-Canada Border,Truck Containers Loaded,75
2025-07,Fort Fairfield,Maine,US-Canada Border,Trucks,544
2025-07,Fort Kent,Maine,US-Canada Border,Truck Containers Empty,232
2025-07,Fort Kent,Maine,US-Canada Border,Truck Containers Loaded,45
2025-07,Fort Kent,Maine,US-Canada Border,Trucks,253
2025-07,Fortuna,North Dakota,US-Canada Border,Truck Containers Empty,44
2025-07,Fortuna,North Dakota,US-Canada Border,Truck Containers Loaded,10
2025-07,Fortuna,North Dakota,US-Canada Border,Trucks,49
2025-07,Frontier,Washington,US-Canada Border,Truck Containers Empty,1313
2025-07,Frontier,Washington,US-Canada Border,Truck Containers Loaded,1433
2025-07,Frontier,Washington,US-Canada Border,Trucks,2054
2025-07,Grand Portage,Minnesota,US-Canada Border,Truck Containers Empty,392
2025-07,Grand Portage,Minnesota,US-Canada Border,Truck Containers Loaded,1233
2025-07,Grand Portage,Minnesota,US-Canada Border,Trucks,1062
2025-07,Hannah,North Dakota,US-Canada Border,Truck Containers Empty,1
2025-07,Hannah,North Dakota,US-Canada Border,Trucks,1
2025-07,Hansboro,North Dakota,US-Canada Border,Truck Containers Empty,13
2025-07,Hansboro,North Dakota,US-Canada Border,Trucks,13
2025-07,Hidalgo,Texas,US-Mexico Border,Truck Containers Empty,19242
2025-07,Hidalgo,Texas,US-Mexico Border,Truck Containers Loaded,84495
2025-07,Hidalgo,Texas,US-Mexico Border,Trucks,59629
2025-07,Highgate Springs,Vermont,US-Canada Border,Truck Containers Empty,1656
2025-07,Highgate Springs,Vermont,US-Canada Border,Truck Containers Loaded,11931
2025-07,Highgate Springs,Vermont,US-Canada Border,Trucks,8139
2025-07,Houlton,Maine,US-Canada Border,Truck Containers Empty,1357
2025-07,Houlton,Maine,US-Canada Border,Truck Containers Loaded,11195
2025-07,Houlton,Maine,US-Canada Border,Trucks,7294
2025-07,International Falls,Minnesota,US-Canada Border,Truck Containers Empty,317
2025-07,International Falls,Minnesota,US-Canada Border,Truck Containers Loaded,1924
2025-07,International Falls,Minnesota,US-Canada Border,Trucks,1277
2025-07,Jackman,Maine,US-Canada Border,Truck Containers Empty,3245
2025-07,Jackman,Maine,US-Canada Border,Truck Containers Loaded,3630
2025-07,Jackman,Maine,US-Canada Border,Trucks,5167
2025-07,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Empty,3436
2025-07,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Loaded,705
2025-07,Kenneth G Ward,Washington,US-Canada Border,Trucks,3883
2025-07,Lancaster,Minnesota,US-Canada Border,Truck Containers Empty,219
2025-07,Lancaster,Minnesota,US-Canada Border,Truck Containers Loaded,2
2025-07,Lancaster,Minnesota,US-Canada Border,Trucks,220
2025-07,Laredo,Texas,US-Mexico Border,Truck Containers Empty,65550
2025-07,Laredo,Texas,US-Mexico Border,Truck Containers Loaded,429410
2025-07,Laredo,Texas,US-Mexico Border,Trucks,253425
2025-07,Laurier,Washington,US-Canada Border,Truck Containers Empty,94
2025-07,Laurier,Washington,US-Canada Border,Truck Containers Loaded,911
2025-07,Laurier,Washington,US-Canada Border,Trucks,561
2025-07,Limestone,Maine,US-Canada Border,Truck Containers Empty,184
2025-07,Limestone,Maine,US-Canada Border,Truck Containers Loaded,25
2025-07,Limestone,Maine,US-Canada Border,Trucks,199
2025-07,Lukeville,Arizona,US-Mexico Border,Truck Containers Loaded,96
2025-07,Lukeville,Arizona,US-Mexico Border,Trucks,61
2025-07,Madawaska,Maine,US-Canada Border,Truck Containers Empty,987
2025-07,Madawaska,Maine,US-Canada Border,Truck Containers Loaded,304
2025-07,Madawaska,Maine,US-Canada Border,Trucks,1137
2025-07,Maida,North Dakota,US-Canada Border,Truck Containers Empty,69
2025-07,Maida,North Dakota,US-Canada Border,Trucks,69
2025-07,Massena,New York,US-Canada Border,Truck Containers Empty,597
2025-07,Massena,New York,US-Canada Border,Truck Containers Loaded,2265
2025-07,Massena,New York,US-Canada Border,Trucks,1799
2025-07,Metaline Falls,Washington,US-Canada Border,Truck Containers Empty,452
2025-07,Metaline Falls,Washington,US-Canada Border,Truck Containers Loaded,140
2025-07,Metaline Falls,Washington,US-Canada Border,Trucks,530
2025-07,Morgan,Montana,US-Canada Border,Truck Containers Empty,8
2025-07,Morgan,Montana,US-Canada Border,Trucks,8
2025-07,Naco,Arizona,US-Mexico Border,Truck Containers Empty,108
2025-07,Naco,Arizona,US-Mexico Border,Truck Containers Loaded,137
2025-07,Naco,Arizona,US-Mexico Border,Trucks,204
2025-07,Neche,North Dakota,US-Canada Border,Truck Containers Empty,474
2025-07,Neche,North Dakota,US-Canada Border,Truck Containers Loaded,241
2025-07,Neche,North Dakota,US-Canada Border,Trucks,610
2025-07,Nogales,Arizona,US-Mexico Border,Truck Containers Empty,9816
2025-07,Nogales,Arizona,US-Mexico Border,Truck Containers Loaded,30234
2025-07,Nogales,Arizona,US-Mexico Border,Trucks,25904
2025-07,Noonan,North Dakota,US-Canada Border,Truck Containers Empty,80
2025-07,Noonan,North Dakota,US-Canada Border,Trucks,81
2025-07,Northgate,North Dakota,US-Canada Border,Truck Containers Empty,197
2025-07,Northgate,North Dakota,US-Canada Border,Truck Containers Loaded,160
2025-07,Northgate,North Dakota,US-Canada Border,Trucks,277
2025-07,Norton,Vermont,US-Canada Border,Truck Containers Empty,144
2025-07,Norton,Vermont,US-Canada Border,Truck Containers Loaded,623
2025-07,Norton,Vermont,US-Canada Border,Trucks,467
2025-07,Ogdensburg,New York,US-Canada Border,Truck Containers Empty,434
2025-07,Ogdensburg,New York,US-Canada Border,Truck Containers Loaded,5337
2025-07,Ogdensburg,New York,US-Canada Border,Trucks,3218
2025-07,Opheim,Montana,US-Canada Border,Truck Containers Loaded,3
2025-07,Opheim,Montana,US-Canada Border,Trucks,3
2025-07,Oroville,Washington,US-Canada Border,Truck Containers Empty,723
2025-07,Oroville,Washington,US-Canada Border,Truck Containers Loaded,2789
2025-07,Oroville,Washington,US-Canada Border,Trucks,2210
2025-07,Otay Mesa,California,US-Mexico Border,Truck Containers Empty,22910
2025-07,Otay Mesa,California,US-Mexico Border,Truck Containers Loaded,124785
2025-07,Otay Mesa,California,US-Mexico Border,Trucks,88112
2025-07,Pembina,North Dakota,US-Canada Border,Truck Containers Empty,3343
2025-07,Pembina,North Dakota,US-Canada Border,Truck Containers Loaded,31190
2025-07,Pembina,North Dakota,US-Canada Border,Trucks,20074
2025-07,Piegan,Montana,US-Canada Border,Truck Containers Empty,40
2025-07,Piegan,Montana,US-Canada Border,Truck Containers Loaded,273
2025-07,Piegan,Montana,US-Canada Border,Trucks,194
2025-07,Pinecreek,Minnesota,US-Canada Border,Truck Containers Loaded,7
2025-07,Pinecreek,Minnesota,US-Canada Border,Trucks,7
2025-07,Point Roberts,Washington,US-Canada Border,Truck Containers Empty,457
2025-07,Point Roberts,Washington,US-Canada Border,Truck Containers Loaded,217
2025-07,Point Roberts,Washington,US-Canada Border,Trucks,666
2025-07,Port Angeles,Washington,US-Canada Border,Truck Containers Empty,19
2025-07,Port Angeles,Washington,US-Canada Border,Truck Containers Loaded,31
2025-07,Port Angeles,Washington,US-Canada Border,Trucks,35
2025-07,Port Huron,Michigan,US-Canada Border,Truck Containers Empty,9150
2025-07,Port Huron,Michigan,US-Canada Border,Truck Containers Loaded,142823
2025-07,Port Huron,Michigan,US-Canada Border,Trucks,88652
2025-07,Portal,North Dakota,US-Canada Border,Truck Containers Empty,1817
2025-07,Portal,North Dakota,US-Canada Border,Truck Containers Loaded,11216
2025-07,Portal,North Dakota,US-Canada Border,Trucks,7877
2025-07,Porthill,Idaho,US-Canada Border,Truck Containers Empty,181
2025-07,Porthill,Idaho,US-Canada Border,Truck Containers Loaded,24
2025-07,Porthill,Idaho,US-Canada Border,Trucks,194
2025-07,Presidio,Texas,US-Mexico Border,Truck Containers Empty,351
2025-07,Presidio,Texas,US-Mexico Border,Truck Containers Loaded,1288
2025-07,Presidio,Texas,US-Mexico Border,Trucks,996
2025-07,Progreso,Texas,US-Mexico Border,Truck Containers Empty,3563
2025-07,Progreso,Texas,US-Mexico Border,Truck Containers Loaded,3817
2025-07,Progreso,Texas,US-Mexico Border,Trucks,5611
2025-07,Raymond,Montana,US-Canada Border,Truck Containers Empty,192
2025-07,Raymond,Montana,US-Canada Border,Truck Containers Loaded,1579
2025-07,Raymond,Montana,US-Canada Border,Trucks,1018
2025-07,Richford,Vermont,US-Canada Border,Truck Containers Empty,159
2025-07,Richford,Vermont,US-Canada Border,Truck Containers Loaded,183
2025-07,Richford,Vermont,US-Canada Border,Trucks,253
2025-07,Rio Grande City,Texas,US-Mexico Border,Truck Containers Empty,280
2025-07,Rio Grande City,Texas,US-Mexico Border,Truck Containers Loaded,5560
2025-07,Rio Grande City,Texas,US-Mexico Border,Trucks,2807
2025-07,Roma,Texas,US-Mexico Border,Truck Containers Empty,988
2025-07,Roma,Texas,US-Mexico Border,Truck Containers Loaded,7791
2025-07,Roma,Texas,US-Mexico Border,Trucks,4496
2025-07,Roosville,Montana,US-Canada Border,Truck Containers Empty,270
2025-07,Roosville,Montana,US-Canada Border,Truck Containers Loaded,1408
2025-07,Roosville,Montana,US-Canada Border,Trucks,1012
2025-07,Roseau,Minnesota,US-Canada Border,Truck Containers Empty,74
2025-07,Roseau,Minnesota,US-Canada Border,Truck Containers Loaded,262
2025-07,Roseau,Minnesota,US-Canada Border,Trucks,212
2025-07,San Luis,Arizona,US-Mexico Border,Truck Containers Empty,1290
2025-07,San Luis,Arizona,US-Mexico Border,Truck Containers Loaded,3999
2025-07,San Luis,Arizona,US-Mexico Border,Trucks,3432
2025-07,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Empty,6442
2025-07,Santa Teresa,New Mexico,US-Mexico Border,Truck Containers Loaded,17487
2025-07,Santa Teresa,New Mexico,US-Mexico Border,Trucks,15444
2025-07,Sarles,North Dakota,US-Canada Border,Truck Containers Empty,21
2025-07,Sarles,North Dakota,US-Canada Border,Truck Containers Loaded,46
2025-07,Sarles,North Dakota,US-Canada Border,Trucks,47
2025-07,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Empty,440
2025-07,Sault Sainte Marie,Michigan,US-Canada Border,Truck Containers Loaded,3729
2025-07,Sault Sainte Marie,Michigan,US-Canada Border,Trucks,2490
2025-07,Scobey,Montana,US-Canada Border,Truck Containers Empty,9
2025-07,Scobey,Montana,US-Canada Border,Truck Containers Loaded,1
2025-07,Scobey,Montana,US-Canada Border,Trucks,10
2025-07,Sherwood,North Dakota,US-Canada Border,Truck Containers Empty,206
2025-07,Sherwood,North Dakota,US-Canada Border,Truck Containers Loaded,109
2025-07,Sherwood,North Dakota,US-Canada Border,Trucks,263
2025-07,Skagway,Alaska,US-Canada Border,Truck Containers Empty,184
2025-07,Skagway,Alaska,US-Canada Border,Truck Containers Loaded,48
2025-07,Skagway,Alaska,US-Canada Border,Trucks,209
2025-07,St John,North Dakota,US-Canada Border,Truck Containers Empty,51
2025-07,St John,North Dakota,US-Canada Border,Trucks,51
2025-07,Sumas,Washington,US-Canada Border,Truck Containers Empty,3741
2025-07,Sumas,Washington,US-Canada Border,Truck Containers Loaded,16128
2025-07,Sumas,Washington,US-Canada Border,Trucks,12878
2025-07,Sweetgrass,Montana,US-Canada Border,Truck Containers Empty,3670
2025-07,Sweetgrass,Montana,US-Canada Border,Truck Containers Loaded,16591
2025-07,Sweetgrass,Montana,US-Canada Border,Trucks,13015
2025-07,Tecate,California,US-Mexico Border,Truck Containers Empty,2255
2025-07,Tecate,California,US-Mexico Border,Truck Containers Loaded,5367
2025-07,Tecate,California,US-Mexico Border,Trucks,5347
2025-07,Tornillo,Texas,US-Mexico Border,Truck Containers Empty,1735
2025-07,Tornillo,Texas,US-Mexico Border,Truck Containers Loaded,3561
2025-07,Tornillo,Texas,US-Mexico Border,Trucks,3487
2025-07,Trout River,New York,US-Canada Border,Truck Containers Empty,538
2025-07,Trout River,New York,US-Canada Border,Truck Containers Loaded,845
2025-07,Trout River,New York,US-Canada Border,Trucks,992
2025-07,Turner,Montana,US-Canada Border,Truck Containers Empty,37
2025-07,Turner,Montana,US-Canada Border,Truck Containers Loaded,37
2025-07,Turner,Montana,US-Canada Border,Trucks,66
2025-07,Van Buren,Maine,US-Canada Border,Truck Containers Empty,650
2025-07,Van Buren,Maine,US-Canada Border,Truck Containers Loaded,1412
2025-07,Van Buren,Maine,US-Canada Border,Trucks,1396
2025-07,Vanceboro,Maine,US-Canada Border,Truck Containers Empty,17
2025-07,Vanceboro,Maine,US-Canada Border,Truck Containers Loaded,12
2025-07,Vanceboro,Maine,US-Canada Border,Trucks,27
2025-07,Walhalla,North Dakota,US-Canada Border,Truck Containers Empty,363
2025-07,Walhalla,North Dakota,US-Canada Border,Truck Containers Loaded,333
2025-07,Walhalla,North Dakota,US-Canada Border,Trucks,540
2025-07,Warroad,Minnesota,US-Canada Border,Truck Containers Empty,171
2025-07,Warroad,Minnesota,US-Canada Border,Truck Containers Loaded,592
2025-07,Warroad,Minnesota,US-Canada Border,Trucks,474
2025-07,Westhope,North Dakota,US-Canada Border,Truck Containers Empty,53
2025-07,Westhope,North Dakota,US-Canada Border,Truck Containers Loaded,27
2025-07,Westhope,North Dakota,US-Canada Border,Trucks,66
2025-07,Whitlash,Montana,US-Canada Border,Truck Containers Empty,78
2025-07,Whitlash,Montana,US-Canada Border,Trucks,78
2025-07,Wildhorse,Montana,US-Canada Border,Truck Containers Empty,19
2025-07,Wildhorse,Montana,US-Canada Border,Truck Containers Loaded,14
2025-07,Wildhorse,Montana,US-Canada Border,Trucks,30
2025-07,Ysleta,Texas,US-Mexico Border,Truck Containers Empty,21321
2025-07,Ysleta,Texas,US-Mexico Border,Truck Containers Loaded,66901
2025-07,Ysleta,Texas,US-Mexico Border,Trucks,57014
2025-08,Alcan,Alaska,US-Canada Border,Truck Containers Empty,498
2025-08,Alcan,Alaska,US-Canada Border,Truck Containers Loaded,321
2025-08,Alcan,Alaska,US-Canada Border,Trucks,675
2025-08,Alexandria Bay,New York,US-Canada Border,Truck Containers Empty,1958
2025-08,Alexandria Bay,New York,US-Canada Border,Truck Containers Loaded,21459
2025-08,Alexandria Bay,New York,US-Canada Border,Trucks,13526
2025-08,Antler,North Dakota,US-Canada Border,Truck Containers Empty,80
2025-08,Antler,North Dakota,US-Canada Border,Truck Containers Loaded,352
2025-08,Antler,North Dakota,US-Canada Border,Trucks,263
2025-08,Baudette,Minnesota,US-Canada Border,Truck Containers Empty,217
2025-08,Baudette,Minnesota,US-Canada Border,Truck Containers Loaded,35
2025-08,Baudette,Minnesota,US-Canada Border,Trucks,236
2025-08,Beecher Falls,Vermont,US-Canada Border,Truck Containers Empty,498
2025-08,Beecher Falls,Vermont,US-Canada Border,Truck Containers Loaded,245
2025-08,Beecher Falls,Vermont,US-Canada Border,Trucks,622
2025-08,Blaine,Washington,US-Canada Border,Truck Containers Empty,9289
2025-08,Blaine,Washington,US-Canada Border,Truck Containers Loaded,29603
2025-08,Blaine,Washington,US-Canada Border,Trucks,26370
2025-08,Boundary,Washington,US-Canada Border,Truck Containers Loaded,30
2025-08,Boundary,Washington,US-Canada Border,Trucks,29
2025-08,Bridgewater,Maine,US-Canada Border,Truck Containers Empty,239
2025-08,Bridgewater,Maine,US-Canada Border,Truck Containers Loaded,32
2025-08,Bridgewater,Maine,US-Canada Border,Trucks,260
2025-08,Brownsville,Texas,US-Mexico Border,Truck Containers Empty,18136
2025-08,Brownsville,Texas,US-Mexico Border,Truck Containers Loaded,16939
2025-08,Brownsville,Texas,US-Mexico Border,Trucks,27117
2025-08,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Empty,15672
2025-08,Buffalo Niagara Falls,New York,US-Canada Border,Truck Containers Loaded,96781
2025-08,Buffalo Niagara Falls,New York,US-Canada Border,Trucks,69545
2025-08,Calais,Maine,US-Canada Border,Truck Containers Empty,2060
2025-08,Calais,Maine,US-Canada Border,Truck Containers Loaded,5611
2025-08,Calais,Maine,US-Canada Border,Trucks,5019
2025-08,Calexico East,California,US-Mexico Border,Truck Containers Empty,18330
2025-08,Calexico East,California,US-Mexico Border,Truck Containers Loaded,37592
2025-08,Calexico East,California,US-Mexico Border,Trucks,35841
2025-08,Carbury,North Dakota,US-Canada Border,Truck Containers Empty,49
2025-08,Carbury,North Dakota,US-Canada Border,Truck Containers Loaded,33
2025-08,Carbury,North Dakota,US-Canada Border,Trucks,66
2025-08,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Empty,3035
2025-08,Champlain Rouses Point,New York,US-Canada Border,Truck Containers Loaded,33229
2025-08,Champlain Rouses Point,New York,US-Canada Border,Trucks,21201
2025-08,Columbus,New Mexico,US-Mexico Border,Truck Containers Empty,206
2025-08,Columbus,New Mexico,US-Mexico Border,Truck Containers Loaded,2901
2025-08,Columbus,New Mexico,US-Mexico Border,Trucks,1659
2025-08,Dalton Cache,Alaska,US-Canada Border,Truck Containers Empty,113
2025-08,Dalton Cache,Alaska,US-Canada Border,Truck Containers Loaded,22
2025-08,Dalton Cache,Alaska,US-Canada Border,Trucks,125
2025-08,Danville,Washington,US-Canada Border,Truck Containers Empty,4
2025-08,Danville,Washington,US-Canada Border,Truck Containers Loaded,10
2025-08,Danville,Washington,US-Canada Border,Trucks,11
2025-08,Del Bonita,Montana,US-Canada Border,Truck Containers Empty,87
2025-08,Del Bonita,Montana,US-Canada Border,Truck Containers Loaded,21
2025-08,Del Bonita,Montana,US-Canada Border,Trucks,108
2025-08,Del Rio,Texas,US-Mexico Border,Truck Containers Empty,2819
2025-08,Del Rio,Texas,US-Mexico Border,Truck Containers Loaded,8288
2025-08,Del Rio,Texas,US-Mexico Border,Trucks,6950
2025-08,Derby Line,Vermont,US-Canada Border,Truck Containers Empty,837
2025-08,Derby Line,Vermont,US-Canada Border,Truck Containers Loaded,9677
2025-08,Derby Line,Vermont,US-Canada Border,Trucks,5937
2025-08,Detroit,Michigan,US-Canada Border,Truck Containers Empty,22982
2025-08,Detroit,Michigan,US-Canada Border,Truck Containers Loaded,122835
2025-08,Detroit,Michigan,US-Canada Border,Trucks,89461
2025-08,Douglas,Arizona,US-Mexico Border,Truck Containers Empty,944
2025-08,Douglas,Arizona,US-Mexico Border,Truck Containers Loaded,2167
2025-08,Douglas,Arizona,US-Mexico Border,Trucks,2203
2025-08,Dunseith,North Dakota,US-Canada Border,Truck Containers Empty,549
2025-08,Dunseith,North Dakota,US-Canada Border,Truck Containers Loaded,2876
2025-08,Dunseith,North Dakota,US-Canada Border,Trucks,2061
2025-08,Eagle Pass,Texas,US-Mexico Border,Truck Containers Empty,20939
2025-08,Eagle Pass,Texas,US-Mexico Border,Truck Containers Loaded,24675
2025-08,Eagle Pass,Texas,US-Mexico Border,Trucks,31851
2025-08,Eastport,Idaho,US-Canada Border,Truck Containers Empty,1061
2025-08,Eastport,Idaho,US-Canada Border,Truck Containers Loaded,5526
2025-08,Eastport,Idaho,US-Canada Border,Trucks,4116
2025-08,Eastport,Maine,US-Canada Border,Truck Containers Empty,94
2025-08,Eastport,Maine,US-Canada Border,Truck Containers Loaded,116
2025-08,Eastport,Maine,US-Canada Border,Trucks,176
2025-08,El Paso,Texas,US-Mexico Border,Truck Containers Empty,9733
2025-08,El Paso,Texas,US-Mexico Border,Truck Containers Loaded,7904
2025-08,El Paso,Texas,US-Mexico Border,Trucks,14076
2025-08,Ferry,Washington,US-Canada Border,Truck Containers Empty,1
2025-08,Ferry,Washington,US-Canada Border,Trucks,1
2025-08,Fort Fairfield,Maine,US-Canada Border,Truck Containers Empty,402
2025-08,Fort Fairfield,Maine,US-Canada Border,Truck Containers Loaded,62
2025-08,Fort Fairfield,Maine,US-Canada Border,Trucks,439
2025-08,Fort Kent,Maine,US-Canada Border,Truck Containers Empty,210
2025-08,Fort Kent,Maine,US-Canada Border,Truck Containers Loaded,10
2025-08,Fort Kent,Maine,US-Canada Border,Trucks,215
2025-08,Fortuna,North Dakota,US-Canada Border,Truck Containers Empty,100
2025-08,Fortuna,North Dakota,US-Canada Border,Truck Containers Loaded,21
2025-08,Fortuna,North Dakota,US-Canada Border,Trucks,111
2025-08,Frontier,Washington,US-Canada Border,Truck Containers Empty,1325
2025-08,Frontier,Washington,US-Canada Border,Truck Containers Loaded,1234
2025-08,Frontier,Washington,US-Canada Border,Trucks,1969
2025-08,Grand Portage,Minnesota,US-Canada Border,Truck Containers Empty,331
2025-08,Grand Portage,Minnesota,US-Canada Border,Truck Containers Loaded,1067
2025-08,Grand Portage,Minnesota,US-Canada Border,Trucks,902
2025-08,Hansboro,North Dakota,US-Canada Border,Truck Containers Empty,28
2025-08,Hansboro,North Dakota,US-Canada Border,Truck Containers Loaded,57
2025-08,Hansboro,North Dakota,US-Canada Border,Trucks,60
2025-08,Hidalgo,Texas,US-Mexico Border,Truck Containers Empty,19998
2025-08,Hidalgo,Texas,US-Mexico Border,Truck Containers Loaded,85075
2025-08,Hidalgo,Texas,US-Mexico Border,Trucks,60318
2025-08,Highgate Springs,Vermont,US-Canada Border,Truck Containers Empty,1511
2025-08,Highgate Springs,Vermont,US-Canada Border,Truck Containers Loaded,10245
2025-08,Highgate Springs,Vermont,US-Canada Border,Trucks,7092
2025-08,Houlton,Maine,US-Canada Border,Truck Containers Empty,1215
2025-08,Houlton,Maine,US-Canada Border,Truck Containers Loaded,9692
2025-08,Houlton,Maine,US-Canada Border,Trucks,6339
2025-08,International Falls,Minnesota,US-Canada Border,Truck Containers Empty,293
2025-08,International Falls,Minnesota,US-Canada Border,Truck Containers Loaded,1809
2025-08,International Falls,Minnesota,US-Canada Border,Trucks,1206
2025-08,Jackman,Maine,US-Canada Border,Truck Containers Empty,3334
2025-08,Jackman,Maine,US-Canada Border,Truck Containers Loaded,2909
2025-08,Jackman,Maine,US-Canada Border,Trucks,4858
2025-08,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Empty,3138
2025-08,Kenneth G Ward,Washington,US-Canada Border,Truck Containers Loaded,491
2025-08,Kenneth G Ward,Washington,US-Canada Border,Trucks,3464
2025-08,Lancaster,Minnesota,US-Canada Border,Truck Containers Empty,235
2025-08,Lancaster,Minnesota,US-Canada Border,Truck Containers Loaded,9
2025-08,Lancaster,Minnesota,US-Canada Border,Trucks,241
2025-08,Laredo,Texas,US-Mexico Border,Truck Containers Empty,63186
2025-08,Laredo,Texas,US-Mexico Border,Truck Containers Loaded,421810
2025-08,Laredo,Texas,US-Mexico Border,Trucks,247274
2025-08,Laurier,Washington,US-Canada Border,Truck Containers Empty,60
2025-08,Laurier,Washington,US-Canada Border,Truck Containers Loaded,713
2025-08,Laurier,Washington,US-Canada Border,Trucks,421
2025-08,Limestone,Maine,US-Canada Border,Truck Containers Empty,128
2025-08,Limestone,Maine,US-Canada Border,Truck Containers Loaded,4
2025-08,Limestone,Maine,US-Canada Border,Trucks,130
2025-08,Lukeville,Arizona,US-Mexico Border,Truck Containers Loaded,79
2025-08,Lukeville,Arizona,US-Mexico Border,Trucks,54
2025-08,Madawaska,Maine,US-Canada Border,Truck Containers Empty,920
2025-08,Madawaska,Maine,US-Canada Border,Truck Containers Loaded,482
2025-08,Madawaska,Maine,US-Canada Border,Trucks,1156
2025-08,Maida,North Dakota,US-Canada Border,Truck Containers Empty,60
2025-08,Maida,North Dakota,US-Canada Border,Trucks,60
2025-08,Massena,New York,US-Canada Border,Truck Containers Empty,475
